sentence,relation,head,head_offset,tail,tail_offset
孙髯翁（1685－1774），字髯翁，祖籍陕西三原，博学多识，乾隆年间，曾为昆明滇池大观楼题楹一幅，号称天下第一长联、海内长联第一佳作，被后人尊称为联圣,祖籍,孙髯翁,0,陕西三原,21
《火线追凶》是中央电视台电影频道出品，由胡明凯、邓衍成执导，钟汉良、齐芳、释小龙等主演的系列片电影,出品公司,火线追凶,1,中央电视台电影频道,7
《美女学生爱上我》是在17k小说网连载的小说，作者是柯琳,连载网站,美女学生爱上我,1,17k小说网,11
总体来说，郭在容还是交了一份及格的答卷，没有《我的野蛮女友》那样感人，毕竟这类题材已经拍滥了，不过就一个跨洋执导的韩国人来说，能够拍到这样也已经不错了,导演,我的野蛮女友,23,郭在容,5
《传奇酒馆》是改编自网络游戏《传奇霸业》的玄幻网络大电影，由37游戏、合一集团（优酷土豆）联合打造，新片场发行，王伟执导，贾征宇、王泷正、王佳宇领衔主演,出品公司,传奇酒馆,1,新片场,50
《家有儿女初长成》是由中广天择传媒股份有限公司、广州泰和文化传媒有限公司联合出品的都市情景喜剧，该剧由林丛执导，李建宏编剧，张一山、张晔子、高亚麟、王琳领衔主演,导演,家有儿女初长成,1,林丛,51
程启民，男，字号云龙先生，自谦布衣人，祖籍陕西渭南,祖籍,程启民,0,陕西渭南,21
近日，网络上曝光了一组章子怡大学时的青涩表演照片，照片是章子怡1997年在中央戏剧学院二年级的作业表演,毕业院校,章子怡,11,中央戏剧学院,37
王辅成，1940年6月生，天津宁河人，大专文化，中共党员，高级政工师,出生地,王辅成,0,天津,13
《dt战士》是アミノテツロー导演的一部tv动画,导演,dt战士,1,アミノテツロー,7
《青涩的诱惑》是灵魂的香味创作的网络小说，发表于17k小说网,连载网站,青涩的诱惑,1,17k小说网,24
因为对白灵这个形象很喜欢，所以也关注了电视剧和电影中的白灵，王全安导演的电影《白鹿原》是很成功的一个同名影视作品，但是可惜的是电影时间太短，在真正上映的时候，白灵的戏份均被剪掉了，的确十分可惜，而电视剧《白鹿原》中孙铱扮演的白灵又确实没有达到我心中的那个白灵的标准，我想这也是改编作品的弊端吧,导演,白鹿原,39,王全安,30
人物简介张云虎，1977年出生，江苏扬州人,出生地,张云虎,4,江苏扬州,16
生平刘刚甫，1964年入四川省文史研究馆，日本早稻田大学毕业,毕业院校,刘刚甫,2,日本早稻田大学,21
《良田美商》是逍遥洋洋写的网络小说连载于潇湘书院,连载网站,良田美商,1,潇湘书院,20
1金书妍（音译 kim seo-yeon），女，国籍：韩国，1992年5月19日出生，就读于韩国首尔大学企业管理专业,国籍,金书妍,1,韩国,27
是继创造网络4亿点击率奇迹的2011年湖南卫视开年大戏《一不小心爱上你》之后，李湘倾力打造的第二部原创创意青春偶像剧，被媒体称为“湘氏偶像剧”,出品公司,一不小心爱上你,28,湖南卫视,19
《到底喜欢谁》是由李玲玉演唱的一首歌曲，收录在《粉红色的回忆》专辑里面,所属专辑,到底喜欢谁,1,粉红色的回忆,24
韩寒曾经贾樟柯执导的《海上传奇》中饰演自己,导演,海上传奇,11,贾樟柯,4
3.当幸福来敲门《当幸福来敲门》是由加布里尔·穆奇诺执导，威尔·史密斯等主演的美国电影,导演,当幸福来敲门,2,加布里尔·穆奇诺,18
"瞿志华，中南大学教授，1990年毕业于美国佐治亚理工学院（georgia institute of technology, usa），获电气工程博士学位，2000年起任美国中佛罗里达大学（univ",毕业院校,瞿志华,0,佐治亚理工学院,21
《大清后宫》，是香港亚洲电视2006年出品的一部共四十集的连续剧，描述清朝道光年间后宫斗争的经过，素有港剧金枝欲孽和韩剧大长今中国大陆版之称,出品公司,大清后宫,1,香港亚洲电视,8
雷纳萨斯·赛布提斯，1985年07月23日出生，男，立陶宛人，篮球运动员,国籍,雷纳萨斯·赛布提斯,0,立陶宛,26
《锦绣未央》是李慧珠执导，由克顿影视、丰璟传媒、乐华娱乐出品的古装权谋剧，该剧播出后深受观众喜欢,出品公司,锦绣未央,1,乐华娱乐,24
个人简介韩立红，教育背景哈尔滨工业大学 学历，硕士主要授课《国际商务沟通》、《国际贸易》、《中国对外贸易概论》、《跨国公司与跨国经营 》,毕业院校,韩立红,4,哈尔滨工业大学,12
《新闻30分》是中央电视台综合频道推出的午间新闻节目，节目由长啸、崔志刚、贺红梅、李文静主播,主持人,新闻30分,1,贺红梅,37
《废柴兄弟5泰爽》是爱奇艺出品，由尹琪编剧并执导，孙艺洲、张海宇主演的都市情感喜剧,出品公司,废柴兄弟5泰爽,1,爱奇艺,10
当时，由郑晓龙执导的电视剧《北京人在纽约》为了还原真实的纽约场景，首次尝试全程在美国拍摄,导演,北京人在纽约,14,郑晓龙,4
中文名： 李在名 外文名： lee jae-myeong 国籍： 韩国 出生地： 大田（韩国） 出生日期： 1991-07-25 身高： 180厘米 体重： 66公斤 运动项目： 足球 所属运动队： 庆尚南道,出生地,李在名,5,大田,41
《回忆的阁楼》由著名金牌组合姚若龙、陈小霞再次联手打造的情歌，由台湾著名歌手郭静演唱，收录在其2012年发行的专辑《我们都能幸福着》之中,所属专辑,回忆的阁楼,1,我们都能幸福着,58
郑瑞玉，广安人，州新志“字朗如，后更名体椿”，而朱彭寿《清代人物大事纪年》则说“字石臣，号朗如”，二甲第92名进士,出生地,郑瑞玉,0,广安,4
《面包树上的女人》是由上海鑫海影视制作有限公司出品的一部现代都市剧，改编自张小娴同名小说，陈铭章执导，徐誉庭编剧，唐嫣、黄宗泽、隋棠、刘冬、宥胜、郑恺、孙艺洲、李金铭、叶青、柳岩等主演,导演,面包树上的女人,1,陈铭章,45
2008年开始和李洪绸团队合作，领衔主演原创校园网络剧《大学生同居的事儿》，在剧中饰演有洁癖的安宁一角，开始为广大网民熟知,导演,大学生同居的事儿,28,李洪绸,8
《五根手指》是韩国sbs电视台出品的周末剧，由崔英勋执导，由朱智勋、池昌旭、陈世妍、蔡时那等主演,国籍,朱智勋,30,韩国,7
李方立，山东成武人，1935年就读于山东海阳师范,毕业院校,方立,1,山东海阳师范,18
《极恶夫君》是连载于塔读文学的小说，作者是夏依,连载网站,极恶夫君,1,塔读文学,10
《皇上的兄弟》是梦轩少爷创作的网络小说，发表于17k小说网,连载网站,皇上的兄弟,1,17k小说网,23
12   、也谈保定市乡镇企业“二次创业”，钟伟、黄鹏章，中国乡镇企业报， 1999,国籍,钟伟,22,中国,29
《铁面无私》是由欢乐传媒出品，陈育新和邹集城执导1，陈宝国和江珊领衔主演的犯罪类电视剧2,导演,铁面无私,1,邹集城,19
犬养毅内阁讨论对中国的政策，重光葵与当时外务省亚洲局局长谷正之的看法比较一致，他们虽然支持日本的侵略扩张，但出于策略性的考虑，认为在当时的情势下，不宜在上海挑起新的事端，因为这有可能导致日本国际环境的孤立,国籍,重光葵,14,日本,45
《猫喵》是晋江文学城连载的小说，作者是黑蓝色,连载网站,猫喵,1,晋江文学城,5
孙伟杰出生于1963年，毕业于中国煤炭经济学院,国籍,孙伟杰,0,中国,15
17  影视作品    电影《琴麻岛的海》（2007）18  年，刘全玮导演拍摄了第一部电影长篇作品《琴麻岛的海》（王啸坤主演），是由天津电影制片厂投资的低成本纯美爱情文艺片，曾有人把她与《情书》相比具有中国式校园青春的小清新电影,导演,琴麻岛的海,15,刘全玮,33
回了又去，去了再回是一首国语歌曲，选自《野花》，于1996年发行,所属专辑,回了又去，去了再回,0,野花,20
导演毛卫宁表示，《寂寞英雄》延续了代表作《誓言无声》的悬疑风格，但他并没有将这部剧简单地当作一般意义上的公安戏来处理，案件的侦破过程不过是两条线索中的一条，隐藏在其下的是一部充满人文关怀的现代都市情感剧,导演,誓言无声,21,毛卫宁,2
"基本资料球员:路川琦  生日:1985年8月7日  身高:180cm  体重:70kg  球衣号码:27  国籍:中国  效力球队:江苏舜天  场上位置:后卫球队阵容前锋  唐淼,渠成,孙可,亚历山大",国籍,孙可,93,中国,57
1995年，吴奇隆与杨采妮再次合作主演了徐克执导的爱情喜剧电影《花月佳期》，吴奇隆在影片中饰演银行职员江继威78,导演,花月佳期,32,徐克,20
这次吕小龙导演的《黎明之眼》，表演这一题材，具有填补空白的意义,导演,黎明之眼,9,吕小龙,2
《神医大道公前传》是由厦门广播电视集团出品的一部古装喜剧，张弛执导，陈文贵编剧，韩栋、孙耀琦、杜海涛、张铎，张芯瑜等主演,出品公司,神医大道公前传,1,厦门广播电视集团,11
《君见》是雨霖霖创作的网络小说，发表于17k小说网,连载网站,君见,1,17k小说网,19
《ビート》是奥田瑛二导演的一部电影,导演,ビート,1,奥田瑛二,6
《位面征服系统》是君莫忆创作的网络小说，发表于起点网,连载网站,位面征服系统,1,起点网,23
《甜心巧克力》，2005年takonkiet viravan   chatchai surasit执导的泰国电视剧,导演,甜心巧克力,1,chatchai,33
作者巴达捷夫斯卡是一位波兰少女，在十八岁的花样年华里谱写了《少女的祈祷》，二十四岁便夭折了,国籍,巴达捷夫斯卡,2,波兰,11
《雨水我问你》是蔡秋凤演唱的一首歌曲，由李岩修填词，徐嘉良作曲，并收录在《醉英雄》专辑中,所属专辑,雨水我问你,1,《醉英雄》,36
”管仲（约公元前723年－公元前645年），姬姓，管氏，名夷吾，字仲，谥敬，春秋时期法家代表人物[1]  ，颍上人（今安徽颍上），周穆王的后代,出生地,管仲,1,颍上,54
戴维·利文斯通（david livingstone，1813年3月19日－1873年5月1日），英国探险家，传教士，维多利亚瀑布和马拉维湖的发现者，非洲探险的最伟大人物之一,国籍,戴维·利文斯通,0,英国,48
)被搁置10之久，国内相似题材影片更是然而，老年题材电影《满园春色》却是这其中一部，这部由青年导演谢家良指导拍摄的电影一开机，便受到了众多的关注,导演,满园春色,29,谢家良,49
《鬼吹灯之精绝古城》是企鹅影视、梦想者电影、正午阳光影业联合出品，改编自同名小说的网络季播剧,出品公司,鬼吹灯之精绝古城,1,梦想者电影,16
《爱到最后》是一首白冰冰演唱的歌曲，收录于专辑《乎你自由》,所属专辑,爱到最后,1,乎你自由,24
《回到三国的极品特工》是城南烟雨创作的网络小说，发表于17k小说网,连载网站,回到三国的极品特工,1,17k小说网,27
mbc特别企划剧《帝王的女儿守百香》于2013年8月29日在mbc日山梦想中心举行了初次剧本排练，徐贤真，瑞雨，李在龙等40多名电视剧演出和制作工作人员出席了会议,出品公司,帝王的女儿守百香,9,mbc,0
森田传媒全资出品、麦田映画策划并制作、淘梦网发行的中国首部大型都市深夜疗伤系列网络剧《深夜的士》12，由137位出租车司机真实故事整理而成,出品公司,深夜的士,43,森田传媒,0
看来这次刘昊然不会参加《高能少年团》第二季的录制了，《高能少年团》是浙江卫视联合厚海文化、北文传媒、北京文化、车讯影业共同出品的大型偶像对抗挑战真人秀节目， 节目五位固定主持是王俊凯、刘昊然、董子健、张一山、王大陆,主持人,高能少年团,12,王俊凯,88
人物经历1939年7月，费维扬出生于上海市，原籍浙江平湖,出生地,费维扬,12,上海,18
《横行大陆》是短靴创作的网络小说，发表于17k小说网,连载网站,横行大陆,1,17k小说网,20
尉晓榕，男，1957年生于福建福州，1981年毕业于中国美术学院（原浙江美术学院）中国画系,出生地,尉晓榕,0,福州,15
此次《步步为赢》邀请了央视主持人樊登担当主持人，西安交通大学博士樊登的主持风格以机智、风趣见长，与同为央视同事的张绍刚主持的天津卫视《非你莫属》南北打起了“擂台赛”,主持人,步步为赢,3,樊登,16
