sentence,attribute,entity,entity_offset,attribute_value,attribute_value_offset
何勇，男，汉族，重庆潼南人，1963年10月生，在职研究生，高级管理人员工商管理硕士，高级工程师任职资格，1984年7月参加工作，1988年12月加入中国共产党,民族,何勇,0,汉族,5
何勇，男，汉族，重庆潼南人，1963年10月生，在职研究生，高级管理人员工商管理硕士，高级工程师任职资格，1984年7月参加工作，1988年12月加入中国共产党,民族,何勇,0,汉,5
湛胜田，男，汉族，1954年生，黑龙江省铁力市人,民族,湛胜田,0,汉族,6
卢玉中，男，汉族，1963年3月生，河北永年人，中共党员，省委党校研究生学历,民族,卢玉中,0,汉族,6
行销力国际教育集团创始人彭小东老师，致力于全世界的行销力研究与传播,创始人,行销力国际教育集团,0,彭小东,12
李成梁长期驻守辽东，有力阻止了女真各部的统一和崛起，为明朝边境的安定立有大功,朝代,李成梁,0,明朝,27
徐家忠，男，汉族，1974年9月出生，武汉市人，硕士研究生学历，华中科技大学马克思主义哲学专业毕业，1996年6月加入中国共产党，1997年7月参加工作,民族,徐家忠,0,汉族,6
曹俊，男，1967年3月出生，汉族，籍贯江苏江都，全日制大学，工学学士，1989年7月参加工作，1992年7月加入中国共产党,民族,曹俊,0,汉族,15
韩玲，女，汉族，1964年11月生于辽宁省沈阳市,民族,韩玲,0,汉族,5
杨全生，男，汉族，1962年9月生，甘肃武威人，中共党员，1983年8月参加工作，党校研究生学历，正高级工程师,民族,杨全生,0,汉族,6
裴成敏，男，汉族，1963年10月出生，江苏泗洪人，1983年7月参加工作，中央党校函授学院经济管理专业毕业，中央党校在职研究生学历，经济学硕士学位,民族,裴成敏,0,汉族,6
兰军伟律师，男，回族，中共党员，毕业于西北民族大学的法学院，2008年通过国家司法考试，取得法律职业资格证,民族,兰军伟,0,回族,8
北魏孝武帝元修由于寇洛有保全军队之功，任命他为武卫将军,朝代,寇洛,9,北魏,0
穆罕默德·西索科出生于1985年1月22日，身高191CM，司职后腰，现役马里国脚,身高,西索科,5,191CM,24
朴太洙，韩国人，男，1989年12月1日出生，身高185厘米，体重80千克，韩国足球运动员,身高,朴太洙,0,185厘米,25
说子婴是秦朝的掘墓人真的是太委屈子婴了，如果秦二世胡亥和赵高泉下有知的话，一定会第一个跳出来反对的，因为把秦朝往断头台上送的就是胡亥和赵高，子婴不过是一个帮他们收尸的人，但是收尸人自己也运气不好，一不小心就会把自己给整死了,朝代,胡亥,25,秦朝,4
说子婴是秦朝的掘墓人真的是太委屈子婴了，如果秦二世胡亥和赵高泉下有知的话，一定会第一个跳出来反对的，因为把秦朝往断头台上送的就是胡亥和赵高，子婴不过是一个帮他们收尸的人，但是收尸人自己也运气不好，一不小心就会把自己给整死了,朝代,子婴,1,秦朝,4
说子婴是秦朝的掘墓人真的是太委屈子婴了，如果秦二世胡亥和赵高泉下有知的话，一定会第一个跳出来反对的，因为把秦朝往断头台上送的就是胡亥和赵高，子婴不过是一个帮他们收尸的人，但是收尸人自己也运气不好，一不小心就会把自己给整死了,朝代,赵高,28,秦朝,4
王延军，男，汉族，1963年生于河南洛阳偃师，河南省陶瓷艺术大师,民族,王延军,0,汉族,6
姓名：约翰·哈克斯英文名：John Harkes生日：1967-03-081场上位置：右前卫身高：178厘米体重：74公斤惯用脚：右脚,身高,约翰·哈克斯,3,178厘米,49
赵雅芝，1954年出生于香港，1973年参加香港小姐选美，1980年主演《上海滩》广受关注，1985年主演《观世音》获美国纽约电视节金牌奖，1987年主演《京华烟云》获金钟奖最佳戏剧作品，1991年主演《戏说乾隆》获第11届金鹰奖优秀合拍片奖，2007年获中国首届华鼎奖“最受公众尊敬表演艺术家”称号，2015年获华鼎奖“中国电视剧杰出成就奖”,上映时间,观世音,54,1985,46
个人履历傅医学，笔名三峡寒士，汉族，生于1958年2月，无党派人士，重庆巫溪人,民族,傅医学,4,汉族,15
《祝福妈妈》是著名蒙古族歌唱家、1新一代蒙古歌王齐峰演唱的歌曲，歌曲分为激情篇和深情篇两个版本，均收录在2003年10月发行的齐峰个人音乐专辑《我和草原有个约定》中,民族,齐峰,24,蒙古族,9
罗文帆，男，汉族，1971年8月出生，大学本科文化,民族,罗文帆,0,汉族,6
吉永贵，男，汉族，云南镇雄人，1975年3月生，大学学历，1999年8月参加工作，中共党员,民族,吉永贵,0,汉族,6
李贵生1，男，汉族，1963年4月出生，山西省介休市人,民族,李贵生,0,汉族,7
吴景华，男，汉族，1963年7月出生，广东佛山三水人，党校本科学历，工程硕士学位，1991年12月加入中国共产党,民族,吴景华,0,汉族,6
额尔敦仓，男，蒙古族，1956年1月出生，籍贯杭锦旗，研究生，党员，1975年8月参加工作,民族,额尔敦仓,0,蒙古族,7
孙捍卫，男，汉族，1963年出生，1985年加入中国共产党,民族,孙捍卫,0,汉族,6
基本资料球员:巴菲利  生日:1988年1月30日  身高:177 cm  体重:72 kg  加盟日期:2007-1  球衣号码:26  国籍:瑞典  效力球队:特雷勒堡  场上位置:前锋球队阵容前锋  T,身高,巴菲利,7,177 cm,30
"基本资料球员:杰克弗尔泽  生日:1992年2月17日  身高:180cm  体重:80kg  球衣号码:27  国籍:英格兰  效力球队:埃克赛特城  场上位置:后卫球队阵容前锋  纳迪埃洛,奥费恩,洛根,保萨,乔顿,汤姆尼高斯,瓦莱,阿兰",身高,杰克弗尔泽,7,180cm,32
王维宝，男，汉族，“引爆中国第一执行力”美誉的“OEC管理模式”推广专家,民族,王维宝,0,汉族,6
刘世长1，1汉族，大学学历，现任马鞍山市国税局党组成员、纪检组长,民族,刘世长,0,汉族,6
张德新同志，男，汉族，山东平邑县人，1925年11月出生，1941年2月加入中国共产党,民族,张德新,0,汉族,8
黄渠乡副乡长罗文清，男，汉族，甘肃敦煌市人，1970年5月出生，本科学历，中共党员,民族,罗文清,6,汉族,12
1981版的《人猿泰山》由约翰·德里克导演，米高梅公司发行,上映时间,人猿泰山,7,1981,0
人物简介1．吉林省蛟河市委政法委副书记  刘春青，女，1964年3月生，汉族，中共党员，大学学历,民族,刘春青,21,汉族,36
也许是《西游记之大闹天宫》和《西游记之孙悟空三打白骨精》连续两部十亿级的票房大卖，让片方信心爆棚，所以在《西游记之孙悟空三打白骨精》2016年春节档上映之初，就宣布了《西游记女儿国》的立项以及定档2018年春节档，随后又展开海选“女儿国演员”的轰轰烈烈的造势运动，但“理想是美好的，现实是残酷的”，按照上映档期的进度倒推，那就需要编剧在开拍前拿出一部成熟的剧本，但从目前的成片质量来看，显然这一点并未做到,上映时间,西游记,4,2016年,66
孟昶（chǎng）（919年―965年7月12日），初名孟仁赞[1]  ，字保元[2]  ，祖籍邢州龙岗（今河北省邢台市[3]  ），生于太原（今山西太原西南）,字,孟昶,0,保元,38
王晓东，男，汉族，1963年2月出生，安徽颍上县人，1985年7月参加工作，1985年7月入党，研究生学历,民族,王晓东,0,汉,6
任尚惠（1720年一1803年），字兰台，号震山，西和县东青土坡（今西和汉源镇任河村）人,字,任尚惠,0,兰台,18
谢平子，男，汉族，1969年12月出生，高中文化程度，中共党员，甘肃华恒甘谷赤诚国际项目部经理，甘谷县政协委员,民族,谢平子,0,汉族,6
《帝企鹅日记》是由吕克·雅克执导的一部生态纪录片，于2005年1月26日在法国上映,上映时间,帝企鹅日记,1,2005年1月26日,26
2007年4月10日，碧桂园集团发布澄清公告称，杨国强及其女儿杨惠妍已向董事会确认，杨惠妍并非父亲的代言人，而是公司权益的最终实益拥有人，可全权决定如何管理个人资产,创始人,碧桂园集团,11,杨国强,24
陈吉安，男，汉族，1963年4月出生，浙江绍兴人，1983年8月参加工作，1984年12月加入中国共产党，浙江省委党校函授学院工商管理专业毕业，在职大学学历,民族,陈吉安,0,汉族,6
阳虹，女，汉族，1972年7月出生，江西南昌人，现为上海电气电站设备有限公司上海汽轮机厂总工程师、技术部部长,民族,阳虹,0,汉族,5
明朝万历间，诸圣邻编著的小说《大唐秦王词话》中，苏定方的人物形象丰满生动了许多，在第十七回中，苏定方作为窦建德的说客出场，书中做了如下描述：“凛凛威风气势昂，熊腰虎背半戎装，袋中紧扣弓和箭，鞘内深藏宝剑光,字,苏定方,24,定方,25
巴依丁·热合曼，男，维吾尔族，1972年1月出生，新疆轮台人，1993年8月参加工作，大学学历（2004年7月毕业于新疆大学法学院法律专业）,民族,巴依丁·热合曼,0,维吾尔族,10
李豫贵，男，1964年11月出生，汉族，安徽霍邱人，研究生学历，法学硕士，1992年5月加入中国共产党，1985年7月参加工作,民族,李豫贵,0,汉族,17
赵次闲(1781-1860)，即赵之琛， 字次闲，号献父、穆生、宝月山人，浙江杭州人,字,赵次闲,0,次闲,1
吴道明，字元闇，号石兰，邢台人，父一峰，菇古能文以诸生终道明，万历三十一年进士，知莱芜县，三月民爱戴之以忧归起郓城县，多善政，因争民事忤上，官降金憻县丞,字,吴道明,0,元闇,5
《爱情跑道》是1982年播出的时装爱情电视剧，由万梓良、刘志荣苗金凤等演绎,上映时间,爱情跑道,1,1982年,7
赵玉璞，男，汉族，1964年1月出生，山东淄博人，中共党员，经营学博士，高级经济师，研究员，现任山东大学威海校区副校长,民族,赵玉璞,0,汉族,6
《邋遢大王奇遇记》是上海美术电影制片厂1985年摄制的同名系列动画片的影院版，由上海美术电影制片厂、上海电影集团有限公司联合出品，于2012年8月17日在中国大陆上映,上映时间,邋遢大王奇遇记,1,2012年8月17日,66
王作安，1938年12月生，辽宁大连人，满族，中共党员，内蒙古工业大学纺织教研室主任，教授，系党总支委员,民族,王作安,0,满族,20
《新上海滩》是由潘文杰执导、徐克监制的民国黑帮剧情片，由张国荣、刘德华、宁静、吴兴国等主演，1996年7月13日，电影在香港上映,上映时间,新上海滩,1,1996,46
当时，辛小丽肩不宽，胳膊腿也不长，矮墩墩的只有1.62米，不是标枪运动员的“理想”材料,身高,辛小丽,3,1.62,23
梅守德（1510年－1577年），字纯甫，号宛溪，人称宛溪先生，宣城（今属安徽）人,字,梅守德,0,纯甫,18
穆晓彤，男，汉族，1966年11月出生，山西汾阳人，1989年7月参加工作，1989年1月加入中国共产党，省委党校在职研究生学历,民族,穆晓彤,0,汉族,6
马学友，男，汉族，1959年10月出生，辽宁朝阳人，省委党校研究生学历，1981年7月参加工作，1983年7月加入中国共产党,民族,马学友,0,汉族,6
姜云，男，朝鲜族，1960年8月出生，吉林省延吉市，党员，历史学博士，延边大学马克思主义学院副教授，硕士研究生导师,民族,姜云,0,朝鲜族,5
席崇高 男，汉族,民族,席崇高,0,汉族,6
元祐皇后，生于1073年，死于1131年，宋朝人，孟姓，故又常被称为元祐孟皇后，洺州（约在今中国河北省永年县）人，是宋哲宗的第一位皇后,朝代,元祐皇后,0,宋朝,21
李永通(1424～1480）字贯道，号慎斋,字,李永通,0,贯道,15
阙焕林，男，汉族，福建省永定县人，1956年8月出生，1974年8月加入中国共产党，学历在职大学,民族,阙焕林,0,汉族,6
当时司马昭命贾充、羊祜、杜预等人参考汉律、魏律开始编纂，到司马炎建立西晋后不久完成,朝代,羊祜,9,西晋,34
当时司马昭命贾充、羊祜、杜预等人参考汉律、魏律开始编纂，到司马炎建立西晋后不久完成,朝代,贾充,6,西晋,34
当时司马昭命贾充、羊祜、杜预等人参考汉律、魏律开始编纂，到司马炎建立西晋后不久完成,朝代,司马炎,29,西晋,34
地理位置成都武侯祠位于四川省成都市南一环武侯祠大街，是中国唯一的君臣合祀祠庙，由刘备、诸葛亮蜀汉君臣合祀祠宇及惠陵组成,朝代,诸葛亮,43,蜀汉,46
迪斯延科维奇（Vladimir DISLJENKOVIC），男，1981年07月02日出生贝尔格莱德，塞尔维亚足球运动员，身高：188cm ，体重：82Kg,身高,迪斯延科维奇,0,188cm,64
